"HerdNumber","Race","Disease","Huld","Hasetrykning","Andre_trykninger","Halthed","Hud_Haarlag","Hygiejne_yver","Hygiejne_haser","Flugtafstand","Boer","Skede","Goedning","Ketonstof_urin","CMT_min_1_kirtel","Rejseadfaerd","LactationNumber","Calving_month","InseminationNumber","Insemination_month","MilkYield","Change_milkyield","DiseaseCategory"
"2","Danish Holstein","Klovbeskaering","4",,,,,,,,"2","0","5","1",,,2,0,2,0,43.4000015258789,43.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,2,0,1,0,54.2000007629395,-5,"Healthy"
"2","Danish Holstein","Klovbeskaering","3",,,,,,,,"3","0","5","1",,,3,0,2,0,40,-0.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3",,,,,,,,"3","0","5","1",,,3,1,1,0,0,-54.2,"Healthy"
"2","Danish Holstein","Klovbeskaering",,,,,,,,,,,,,,,1,0,6,0,24.7000007629395,-5.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3",,,,,,,,"4","0","5","1",,,2,0,2,0,53.7999992370605,10.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","2.75",,,,,,,,"7","0","7","1",,,4,0,1,0,52.4000015258789,17.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3",,,,,,,,"4","0","5","1",,,2,1,1,0,33,33,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"2","0","5","1",,,3,0,1,0,56.7999992370605,-6.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,,,,,,,1,0,2,0,29.3999996185303,-4.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","0","1","0","2","0","0","0","0",,,,,,,2,0,1,0,36.5,-4.3,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,3,1,1,0,0,-50.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,,,,,,,1,0,1,0,30.2000007629395,0.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","4",,,,,,,,"0","0","5","3",,,2,0,1,0,42.2000007629395,7,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","7","1",,,4,0,1,1,0,-47.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"2","0","5","1",,,2,0,1,0,49.4000015258789,-5,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"1","0","5","1",,,1,0,1,1,44.7999992370605,0,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering",,,,,,,,,,,,,,,1,0,2,0,17.3999996185303,-5,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"2","0","5","1",,,2,0,5,0,52.5999984741211,4.4,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,"1","0","5","1",,,3,0,1,1,28.6000003814697,-37.6,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,2,0,1,0,39.5999984741211,0,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"2","0","5","1",,,4,0,4,0,0,-30,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"4","0","5","1",,,2,0,2,0,37.2000007629395,-5.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"3","0","5","1",,,3,0,6,0,32.7999992370605,8.3,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"2","0","5","1",,,1,0,1,0,35.2000007629395,17,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,,,,,,,1,0,1,0,29,-1.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"2","0","5","1",,,3,0,2,0,36,4.6,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering",,,,,,,,,,,,,,,1,0,4,0,28.3999996185303,1.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"2","0","6","1",,,2,0,5,0,46,12.5,"Healthy"
"2","Danish Holstein","Klovbeskaering","0","0","0","0","0","0","0","0",,,,,,,1,0,1,0,39.5999984741211,-0.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","6","1",,,3,0,1,0,0,-29.2,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,"9","0","5","2",,,2,0,4,0,41.5999984741211,-4.8,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","4",,,,,,,,"2","0","5","1",,,3,0,3,0,52,-3.6,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"2","0","5","1",,,2,0,1,0,41,-3.2,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,"5","0","7","3",,,2,0,2,1,50.4000015258789,33,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"3","0","5","1",,,2,0,2,1,47.7999992370605,0.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,,,,,,,2,0,2,0,45.2000007629395,-2.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"0","0","5","1",,,2,0,4,0,50.2000007629395,-3.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,3,0,1,1,0,0,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,,,,,,,2,0,1,0,49.2000007629395,-6.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"2","0","5","1",,,2,0,2,1,37.4000015258789,3.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"3","0","5","1",,,2,0,2,1,28,-2.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,,,,,,,2,0,2,0,28.5,0.5,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"9","0","5","1",,,3,0,3,1,40.7999992370605,-10.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"7","0","7","1",,,2,0,2,0,29,-7.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,1,0,1,0,24.3999996185303,0,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,,,,,,,1,0,2,0,33.5999984741211,4.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"2","0","4","5",,,2,0,1,1,34.7999992370605,7,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,,,,,,,2,0,1,0,37.7999992370605,-2.9,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"2","0","5","1",,,2,0,1,0,59.0999984741211,6.7,"Healthy"
"2","Danish Holstein","Klovbeskaering","0","0","0","0","0","0","0","0",,,,,,,2,0,1,0,44.4000015258789,-14.7,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,1,0,1,0,46.4000015258789,29.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"1","0","5","1",,,1,0,3,0,40.5999984741211,1.8,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.25",,,,,,,,"2","0","5","1",,,2,0,1,0,42.7999992370605,0,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3",,,,,,,,"2","0","5","1",,,3,0,4,1,39.2000007629395,13.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"2","0","5","1",,,1,0,1,0,32.7999992370605,-6.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,,,,,,,1,0,1,0,29,1.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,1,0,1,1,28.3999996185303,0,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,3,0,1,0,66.8000030517578,66.8,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,2,0,1,0,61.7999992370605,9,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,2,1,1,0,41.5999984741211,1.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,1,0,1,0,35.4000015258789,3.2,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.25",,,,,,,,"0","0","5","1",,,1,0,3,0,34,-2,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,1,0,1,0,27.7999992370605,0.8,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,2,1,1,0,31.6000003814697,1.2,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,"3","0","5","3",,,3,0,2,1,33.4000015258789,10,"Healthy"
"2","Danish Holstein","Klovbeskaering","0","0","0","0","0","0","0","0",,,,,,,1,0,1,0,23.3999996185303,2.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,,,,,,,2,1,1,0,12,-25,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"2","3","5","1",,,1,0,1,0,26.2000007629395,-4.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,3,0,4,0,34,1.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,3,0,1,0,41,-1.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,2,1,1,0,43.7999992370605,-5.6,"Healthy"
"2","Danish Holstein","Klovbeskaering",,,,,,,,,,,,"6",,,3,0,2,0,48.7999992370605,-5,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,1,0,1,0,38.7999992370605,0,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"3","0","5","1",,,2,0,2,1,33,-1.4,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","0","0","0","0","0","0","0","0",,,,,,"0",2,0,4,0,27,6.8,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,,,,,,,1,0,1,0,35.2000007629395,-0.6,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","4.25",,,,,,,,"1","0","5","1",,,3,0,1,1,0,-12.3,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,"4","0","6","1",,,1,0,2,0,29.2000007629395,2,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","4.25",,,,,,,,"0","0","5","1",,,2,0,2,0,24.6000003814697,24.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","7","1",,,2,1,1,0,40.2000007629395,-15,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,1,0,1,0,41,5.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,1,0,2,0,29,1.4,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,1,0,1,1,42.7999992370605,0,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,,,,,,,1,0,1,0,36.2000007629395,-1.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,2,1,1,0,22.2000007629395,-17.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,1,0,1,0,38.5999984741211,2.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,3,0,2,1,50,50,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,2,0,1,0,39.5999984741211,17.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,2,0,1,1,47.2000007629395,18.8,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,1,0,2,0,33.4000015258789,-2,"Healthy"
"2","Danish Holstein","Klovbeskaering","4",,,,,,,,"0","0","5","1",,,2,0,1,0,35.7999992370605,35.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,3,0,1,1,0,-5.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"2","0","5","1",,,1,0,2,0,29.2000007629395,0.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"3","0","5","1",,,2,0,6,0,49.4000015258789,-8.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,3,1,6,0,0,-51.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,,,,,,,1,0,4,0,37.5999984741211,-0.5,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"0","0","6","1",,,2,0,1,0,49.2000007629395,49.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","6","1",,,3,0,4,0,40.5999984741211,5.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"0","1","5","1",,,2,0,2,1,52.2000007629395,37,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,,,,,,,1,0,2,0,19.7999992370605,19.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,3,0,2,1,34.2000007629395,34.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"1","0","5","1",,,2,0,1,0,48.7999992370605,48.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"1","0","5","1",,,1,0,1,0,39.4000015258789,20.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,,,,,,,1,0,1,0,32.2000007629395,32.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,3,0,1,0,0,-40,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,2,0,1,0,57.2000007629395,23.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,,,,,,,2,0,1,0,40.5999984741211,-6.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,3,1,1,0,0,-27.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,2,0,1,0,53,24.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,2,0,3,1,50.5999984741211,50.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","4",,,,,,,,"2","0","5","1",,,1,0,2,0,33.4000015258789,0.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"3","0","6","1",,,2,0,2,0,61.7999992370605,61.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"1","0","5","1",,,1,0,2,0,43,0,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"2","0","5","1",,,2,0,1,0,45.7999992370605,-6.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,3,0,1,1,59.2000007629395,7.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"4","2","5","1",,,2,0,1,0,20.6000003814697,-8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"3","3","5","1",,,1,0,5,0,44.4000015258789,2.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"2","0","5","1",,,1,0,1,1,29.2000007629395,0,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,,,,,,,1,0,1,0,26.7999992370605,26.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"5","4","5","1",,,1,0,1,0,38.5999984741211,-1,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"3","0","5","1",,,3,0,1,0,42.7000007629395,5.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","4",,,,,,,,,,,,,,2,1,5,0,0,-33.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"2","0","5","1",,,2,0,2,1,42.5999984741211,23.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,1,0,4,0,18.7999992370605,18.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","0","2","0","0","0","0","0","0",,,,,,"0",2,0,4,0,34.2000007629395,-5.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"2","0","5","1",,,3,0,3,0,51,-10,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,,,,,,,1,0,3,0,26.2000007629395,-10.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,2,0,1,0,39.7999992370605,39.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,1,0,2,0,21.2000007629395,-4.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","4",,,,,,,,"0","0","5","1",,,2,1,4,0,0,-27.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","4",,,,,,,,"0","0","5","1",,,2,0,1,0,34,8.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"3","0","5","2",,,1,0,2,0,33.7999992370605,-0.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","4",,,,,,,,,,,,,,2,0,3,0,19.8999996185303,-14.7,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"3","0","5","1",,,1,0,1,1,36.5999984741211,0,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"2","0","6","1",,,2,0,3,1,47,24.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"1","0","5","1",,,3,0,1,0,41.7999992370605,6.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,2,0,1,0,55.7999992370605,22,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"2","0","5","1",,,1,0,1,0,38.2000007629395,-1.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"1","0","5","1",,,1,0,1,0,31.6000003814697,0,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"1","0","5","1",,,2,0,4,1,45.5999984741211,45.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,,,,,,,2,0,4,0,19.3999996185303,-11.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,1,0,3,0,27.1000003814697,1.9,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,3,0,1,1,55.7999992370605,12.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,3,1,1,0,0,-39.6,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,"2","0","6","6",,,3,0,1,1,29.7999992370605,29.8,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,2,0,1,0,33.7999992370605,-5.8,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,1,0,1,0,27.3999996185303,0,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,3,0,1,1,50.4000015258789,5.8,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,"3","0","5","1",,,2,0,1,0,48.4000015258789,23.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"2","0","5","1",,,2,1,1,0,0,-24.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"2","0","5","1",,,2,0,4,0,26,1.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,1,0,1,0,26.6000003814697,0,"Healthy"
"2","Danish Holstein","Klovbeskaering","4",,,,,,,,"0","0","5","1",,,2,0,1,0,49.2000007629395,49.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","4.25",,,,,,,,"0","0","5","1",,,3,1,1,0,0,-18.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","4.25",,,,,,,,"0","0","5","1",,,3,0,3,0,48,8.1,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.25",,,,,,,,"5","0","5","1",,,2,0,1,0,36.2000007629395,3.2,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,1,0,1,0,38.2000007629395,-3.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,1,0,3,0,22.3999996185303,0,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,2,0,1,0,64.4000015258789,23.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,3,0,2,0,0,-44.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","0","0","0","0","0","0","0","0",,,,,,"0",3,0,1,0,56.2000007629395,5.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"2","0","5","1",,,2,0,2,0,55,27.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,1,0,1,0,32.7999992370605,0,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,2,0,1,0,47,13,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"1","0","5","1",,,3,1,1,0,0,-31.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,1,0,1,0,38.4000015258789,2.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","4",,,,,,,,,,,,,,2,0,1,0,31.7999992370605,-10,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,3,0,2,0,53.7999992370605,4.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","6","3",,,2,0,1,0,57,24.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,3,1,1,0,0,-42.6,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,3,0,3,1,54,3.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","4",,,,,,,,"0","0","5","1",,,3,1,1,0,0,-21.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"1","0","5","1",,,1,0,2,0,30.3999996185303,-1,"Healthy"
"2","Danish Holstein","Klovbeskaering","4",,,,,,,,"0","0","5","1",,,3,0,1,0,36.7999992370605,9,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"3","0","5","1",,,2,0,1,0,53,13.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"0","0","4","1",,,3,0,1,0,13,13,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"0","0","5","1",,,1,0,5,0,18.3999996185303,-16.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,1,0,5,1,33.2000007629395,12.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"0","0","5","1",,,3,1,1,0,0,-43.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"5","3","4","1",,,1,0,1,0,41.5999984741211,41.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,,,,,,,1,0,1,0,41.5999984741211,41.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,2,0,1,1,51.5999984741211,28.2,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"1","0","5","1",,,1,0,2,0,28,0,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"4","0","6","1",,,2,1,3,0,0,-29.8,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","4.25",,,,,,,,"1","0","5","1",,,3,0,1,0,46.7999992370605,4.8,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","4",,,,,,,,"0","0","5","1",,,2,0,2,0,0,-25.4,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","4",,,,,,,,"0","0","5","1",,,1,0,2,0,29.3999996185303,7.6,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,2,0,1,0,51.4000015258789,-7.4,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3",,,,,,,,"0","0","6","1",,,2,0,1,1,32.2000007629395,-5.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.25",,,,,,,,"2","0","5","1",,,1,0,2,0,41,2.6,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,,,,,,,2,0,4,0,33.2000007629395,-13.8,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,1,0,5,0,41.2000007629395,0.4,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"0","0","5","1",,,1,0,1,0,46.5999984741211,15,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,"2","0","5","1",,,2,0,1,1,48.7999992370605,1.8,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.25",,,,,,,,"3","0","5","1",,,3,0,2,0,59.4000015258789,3.2,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.5",,,,,,,,,,,,,,2,0,1,0,51.2000007629395,-3.4,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,1,0,2,0,38,-4.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,2,0,3,0,23.7999992370605,-4.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"1","0","5","1",,,1,0,1,0,35.5999984741211,6.6,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,,,,,,,2,0,1,0,44.2000007629395,-11.8,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,1,0,1,0,25.6000003814697,-2.2,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,2,1,1,0,0,-25.6,"Healthy"
"2","Danish red and white Cattle","Klovbeskaering","3.75",,,,,,,,"0","0","5","1",,,1,0,1,0,23.6000003814697,0,"Healthy"
"2","Danish Holstein","Klovbeskaering","4.25",,,,,,,,,,,,,,1,0,4,0,30,-1.8,"Healthy"
"2","Danish Holstein","Klovbeskaering","3.5",,,,,,,,"4","0","5","1",,,2,0,2,0,0,-43.6,"Healthy"
